alpha,T0.0250,T0.0750,T0.1250,T0.1750,T0.2250,T0.2750,T0.3250,T0.3750,T0.4250,T0.4750,T0.5250,T0.5750,T0.6250,T0.6750,T0.7250,T0.7750,T0.8250,T0.8750,T0.9250,T0.9750,T1.0250,T1.0750,T1.1250,T1.1750,T1.2250,T1.2750,T1.3250,T1.3750,T1.4250,T1.4750,T1.5250,T1.5750,T1.6250,T1.6750,T1.7250,T1.7750,T1.8250,T1.8750,T1.9250,T1.9750
0.11,0.9557,0.9544,0.9498,0.9413,0.9270,0.9119,0.9011,0.8913,0.8833,0.8757,0.8689,0.8629,0.8570,0.8517,0.8470,0.8422,0.8380,0.8342,0.8304,0.8268,0.8237,0.8205,0.8179,0.8148,0.8120,0.8098,0.8077,0.8053,0.8033,0.8012,0.7988,0.7972,0.7958,0.7940,0.7921,0.7907,0.7893,0.7877,0.7865,0.7850
0.12,0.9553,0.9546,0.9508,0.9404,0.9260,0.9114,0.9008,0.8916,0.8831,0.8755,0.8690,0.8630,0.8568,0.8521,0.8470,0.8423,0.8382,0.8342,0.8304,0.8272,0.8237,0.8206,0.8179,0.8150,0.8122,0.8098,0.8076,0.8052,0.8033,0.8015,0.7994,0.7974,0.7960,0.7942,0.7926,0.7911,0.7894,0.7883,0.7868,0.7851
0.13,0.9554,0.9552,0.9500,0.9400,0.9262,0.9116,0.9016,0.8918,0.8829,0.8758,0.8690,0.8630,0.8573,0.8517,0.8474,0.8427,0.8384,0.8345,0.8309,0.8275,0.8243,0.8210,0.8181,0.8153,0.8129,0.8102,0.8080,0.8059,0.8036,0.8019,0.7997,0.7979,0.7963,0.7946,0.7932,0.7912,0.7899,0.7885,0.7870,0.7859
0.14,0.9574,0.9560,0.9514,0.9409,0.9262,0.9107,0.9008,0.8922,0.8832,0.8758,0.8692,0.8628,0.8572,0.8519,0.8470,0.8429,0.8386,0.8347,0.8311,0.8274,0.8244,0.8213,0.8184,0.8157,0.8134,0.8105,0.8081,0.8060,0.8039,0.8018,0.8001,0.7982,0.7967,0.7950,0.7934,0.7918,0.7901,0.7885,0.7873,0.7858
0.15,0.9577,0.9571,0.9507,0.9412,0.9255,0.9117,0.9010,0.8918,0.8837,0.8760,0.8697,0.8631,0.8573,0.8523,0.8477,0.8433,0.8389,0.8349,0.8310,0.8278,0.8247,0.8212,0.8185,0.8162,0.8134,0.8108,0.8084,0.8065,0.8044,0.8022,0.8004,0.7988,0.7968,0.7949,0.7934,0.7919,0.7905,0.7891,0.7873,0.7863
0.16,0.9577,0.9584,0.9516,0.9406,0.9245,0.9114,0.9010,0.8914,0.8831,0.8764,0.8694,0.8634,0.8575,0.8524,0.8476,0.8430,0.8388,0.8350,0.8315,0.8278,0.8232,0.8214,0.8187,0.8163,0.8134,0.8107,0.8085,0.8063,0.8044,0.8024,0.8008,0.7988,0.7971,0.7956,0.7927,0.7921,0.7905,0.7891,0.7880,0.7866
0.17,0.9592,0.9568,0.9542,0.9401,0.9249,0.9113,0.9016,0.8922,0.8837,0.8763,0.8697,0.8638,0.8583,0.8527,0.8476,0.8433,0.8388,0.8342,0.8317,0.8281,0.8252,0.8220,0.8193,0.8164,0.8140,0.8114,0.8089,0.8070,0.8047,0.8027,0.8010,0.7990,0.7973,0.7944,0.7940,0.7925,0.7912,0.7897,0.7879,0.7868
0.18,0.9594,0.9589,0.9528,0.9414,0.9253,0.9117,0.9015,0.8915,0.8840,0.8763,0.8700,0.8635,0.8582,0.8525,0.8483,0.8424,0.8397,0.8345,0.8310,0.8286,0.8252,0.8227,0.8196,0.8164,0.8138,0.8111,0.8094,0.8072,0.8043,0.8017,0.8009,0.7991,0.7975,0.7949,0.7946,0.7926,0.7915,0.7891,0.7878,0.7859
0.19,0.9599,0.9577,0.9531,0.9399,0.9245,0.9110,0.9008,0.8915,0.8840,0.8763,0.8690,0.8626,0.8578,0.8527,0.8481,0.8417,0.8397,0.8334,0.8320,0.8275,0.8245,0.8198,0.8197,0.8130,0.8123,0.8107,0.8096,0.8072,0.8004,0.8008,0.8005,0.7976,0.7969,0.7948,0.7941,0.7902,0.7907,0.7849,0.7875,0.7835
0.20,0.9602,0.9577,0.9520,0.9394,0.9234,0.9108,0.9008,0.8912,0.8835,0.8746,0.8686,0.8622,0.8564,0.8488,0.8453,0.8405,0.8314,0.8306,0.8318,0.8220,0.8165,0.8191,0.8144,0.8127,0.8086,0.8111,0.8054,0.7992,0.8053,0.7966,0.7966,0.7952,0.7923,0.7945,0.7899,0.7904,0.7887,0.7861,0.7851,0.7846
0.21,0.9614,0.9592,0.9526,0.9379,0.9244,0.9100,0.8995,0.8897,0.8817,0.8733,0.8662,0.8532,0.8501,0.8410,0.8389,0.8318,0.8294,0.8214,0.8222,0.8174,0.8156,0.8133,0.8093,0.8034,0.8064,0.7951,0.8009,0.7962,0.7979,0.7895,0.7829,0.7901,0.7854,0.7802,0.7814,0.7723,0.7747,0.7753,0.7707,0.7720
0.22,0.9597,0.9576,0.9517,0.9368,0.9191,0.9070,0.8943,0.8884,0.8781,0.8652,0.8567,0.8515,0.8423,0.8249,0.8247,0.8163,0.8253,0.8208,0.8047,0.8017,0.7980,0.8002,0.7947,0.7898,0.7870,0.7697,0.7832,0.7806,0.7794,0.7735,0.7683,0.7577,0.7602,0.7617,0.7661,0.7584,0.7548,0.7491,0.7566,0.7398
0.23,0.9571,0.9543,0.9468,0.9315,0.9176,0.9009,0.8900,0.8781,0.8634,0.8499,0.8378,0.8323,0.8198,0.8112,0.7960,0.7914,0.7884,0.7896,0.7852,0.7759,0.7715,0.7642,0.7523,0.7637,0.7671,0.7487,0.7547,0.7348,0.7431,0.7429,0.7339,0.7309,0.7326,0.7191,0.7184,0.7187,0.7205,0.7287,0.7037,0.7127
0.24,0.9586,0.9556,0.9472,0.9309,0.9152,0.9003,0.8870,0.8723,0.8569,0.8506,0.8234,0.8186,0.8069,0.7992,0.7835,0.7809,0.7768,0.7694,0.7704,0.7594,0.7526,0.7488,0.7380,0.7235,0.7215,0.7224,0.7211,0.7112,0.7260,0.6990,0.7120,0.6916,0.7054,0.6873,0.6828,0.7036,0.6777,0.6779,0.6556,0.6662
0.25,0.9531,0.9489,0.9453,0.9260,0.9027,0.8868,0.8735,0.8582,0.8299,0.8157,0.7894,0.7736,0.7675,0.7282,0.7187,0.7126,0.7081,0.7004,0.6715,0.6650,0.6759,0.6707,0.6707,0.6454,0.6501,0.6296,0.6272,0.6283,0.6331,0.6143,0.5939,0.5974,0.5911,0.5839,0.5688,0.5722,0.5724,0.5694,0.5491,0.5470
0.26,0.9436,0.9411,0.9287,0.9095,0.8824,0.8669,0.8541,0.8213,0.7837,0.7587,0.7370,0.6754,0.6652,0.6624,0.5982,0.5851,0.5764,0.5516,0.5453,0.5515,0.5366,0.5105,0.5111,0.5070,0.4752,0.4653,0.4786,0.4532,0.4468,0.4336,0.4272,0.4287,0.3949,0.4149,0.3800,0.3602,0.3607,0.3736,0.3323,0.3386
0.27,0.9333,0.9309,0.9228,0.8946,0.8725,0.8551,0.8308,0.7904,0.7726,0.7214,0.6531,0.6243,0.5560,0.5444,0.5341,0.5133,0.5049,0.4584,0.4524,0.4424,0.4020,0.4147,0.3828,0.4057,0.3716,0.3751,0.3438,0.3431,0.3444,0.2993,0.2980,0.2955,0.2442,0.2654,0.2664,0.2510,0.2315,0.2047,0.2102,0.2057
0.28,0.9295,0.9207,0.9127,0.8849,0.8600,0.8412,0.8091,0.7756,0.7274,0.6557,0.6400,0.5654,0.5049,0.4642,0.4099,0.3867,0.3396,0.3561,0.3322,0.3146,0.3069,0.2649,0.2881,0.2566,0.2526,0.2355,0.2030,0.2106,0.2102,0.2051,0.1873,0.1634,0.1456,0.1594,0.1440,0.1299,0.1268,0.1010,0.0995,0.0903
0.29,0.8963,0.8941,0.8765,0.8477,0.8289,0.8009,0.7725,0.7079,0.6432,0.5567,0.4805,0.4118,0.3508,0.2908,0.2280,0.2060,0.1796,0.1291,0.1266,0.0994,0.0985,0.0829,0.0464,0.0699,0.0603,0.0563,0.0335,0.0367,0.0455,0.0300,0.0165,0.0272,0.0150,0.0257,0.0211,0.0290,0.0182,0.0155,0.0010,0.0049
0.30,0.8870,0.8719,0.8650,0.8432,0.8216,0.7893,0.7556,0.6930,0.6182,0.5471,0.4376,0.3485,0.2791,0.2055,0.1518,0.1060,0.0985,0.0666,0.0605,0.0413,0.0193,0.0280,0.0254,0.0157,0.0163,0.0085,-0.0042,0.0040,0.0138,0.0103,-0.0021,-0.0006,0.0108,0.0000,0.0093,-0.0056,-0.0004,-0.0040,0.0070,-0.0033
0.31,0.8723,0.8572,0.8487,0.8222,0.7927,0.7620,0.7340,0.6533,0.6031,0.4926,0.3949,0.2944,0.1880,0.1488,0.1098,0.0805,0.0603,0.0333,0.0249,0.0234,-0.0009,0.0001,-0.0014,0.0049,0.0024,0.0067,-0.0053,-0.0052,0.0013,-0.0014,-0.0052,0.0073,-0.0002,-0.0052,-0.0005,-0.0066,-0.0008,0.0023,-0.0068,-0.0033
0.32,0.8500,0.8416,0.8267,0.7992,0.7810,0.7464,0.7076,0.6509,0.5550,0.4566,0.3581,0.2294,0.1793,0.1073,0.0544,0.0289,0.0088,0.0112,0.0107,-0.0126,-0.0121,0.0009,-0.0055,-0.0136,-0.0050,-0.0021,-0.0034,-0.0003,-0.0029,0.0065,0.0075,0.0000,-0.0015,-0.0033,-0.0070,-0.0065,-0.0063,-0.0016,-0.0024,-0.0024
0.33,0.8232,0.8240,0.8150,0.7961,0.7578,0.7260,0.6651,0.5872,0.5056,0.4201,0.3050,0.1873,0.1308,0.0554,0.0275,0.0112,0.0147,0.0020,0.0039,0.0094,0.0109,0.0099,-0.0010,-0.0042,0.0046,0.0072,-0.0086,0.0040,-0.0037,0.0057,-0.0009,-0.0041,0.0021,-0.0012,0.0067,-0.0008,-0.0023,0.0011,0.0050,0.0013
0.34,0.8084,0.8074,0.7953,0.7654,0.7305,0.6965,0.6084,0.5403,0.4658,0.3340,0.2342,0.1516,0.0920,0.0284,0.0230,0.0031,0.0161,0.0043,-0.0020,0.0075,-0.0051,-0.0003,0.0017,-0.0051,-0.0048,-0.0019,-0.0026,0.0076,0.0057,0.0039,0.0044,-0.0058,0.0047,-0.0033,-0.0010,-0.0059,0.0073,-0.0063,0.0024,-0.0060
0.35,0.7867,0.7830,0.7660,0.7234,0.7176,0.6669,0.5979,0.5163,0.4028,0.3222,0.2227,0.1244,0.0461,0.0378,0.0205,-0.0025,-0.0026,0.0080,-0.0070,-0.0009,-0.0014,-0.0027,-0.0061,0.0079,0.0064,-0.0039,-0.0080,0.0162,-0.0022,-0.0029,-0.0018,-0.0039,-0.0039,-0.0020,0.0026,-0.0006,0.0028,-0.0008,-0.0048,0.0046
0.36,0.7694,0.7630,0.7425,0.7306,0.6768,0.6383,0.6008,0.4911,0.4015,0.2704,0.1890,0.1049,0.0585,0.0484,0.0202,-0.0056,0.0043,-0.0026,0.0045,-0.0078,-0.0000,-0.0107,-0.0063,0.0074,0.0130,-0.0013,0.0016,0.0040,-0.0063,0.0036,-0.0006,-0.0057,0.0029,0.0085,-0.0004,-0.0025,-0.0024,-0.0011,0.0023,-0.0010
0.37,0.7659,0.7522,0.7332,0.7019,0.6740,0.5997,0.5351,0.4665,0.3524,0.2417,0.1543,0.0869,0.0343,0.0100,0.0028,-0.0032,-0.0118,-0.0018,0.0049,0.0051,0.0024,0.0005,0.0012,0.0049,0.0009,0.0012,0.0118,-0.0026,0.0016,0.0032,0.0075,-0.0010,-0.0023,-0.0015,0.0030,-0.0028,0.0006,0.0009,0.0020,-0.0031
0.38,0.7257,0.7237,0.6750,0.6656,0.6285,0.5920,0.5254,0.3907,0.3104,0.1705,0.0761,0.0495,0.0192,0.0056,-0.0090,0.0027,0.0080,-0.0045,0.0029,0.0086,0.0007,0.0015,0.0022,-0.0053,0.0052,-0.0008,0.0057,-0.0011,-0.0055,-0.0002,0.0057,-0.0063,0.0011,-0.0043,0.0034,0.0002,0.0017,-0.0015,0.0036,-0.0013
0.39,0.6896,0.6821,0.6515,0.6295,0.5862,0.5306,0.4537,0.3484,0.2324,0.1463,0.0404,0.0146,0.0137,0.0052,-0.0058,-0.0058,-0.0008,0.0106,-0.0077,-0.0006,-0.0021,0.0022,0.0025,-0.0045,-0.0010,0.0013,0.0030,-0.0099,-0.0003,-0.0034,-0.0044,-0.0066,-0.0037,0.0026,-0.0000,0.0005,0.0032,0.0003,0.0030,0.0005
0.40,0.6833,0.6628,0.6536,0.6225,0.5881,0.5427,0.4534,0.3454,0.2026,0.1330,0.0520,0.0207,0.0124,0.0047,0.0115,0.0013,0.0024,-0.0105,-0.0135,0.0042,0.0050,0.0064,-0.0059,0.0014,0.0028,-0.0017,0.0061,-0.0024,0.0039,0.0000,-0.0050,-0.0056,-0.0015,-0.0009,0.0037,-0.0004,-0.0007,-0.0016,-0.0004,0.0034
0.41,0.6271,0.6484,0.6181,0.5749,0.5351,0.4407,0.3722,0.2947,0.1550,0.0565,0.0093,0.0034,-0.0083,-0.0122,0.0016,-0.0187,0.0047,0.0021,-0.0016,-0.0003,-0.0006,-0.0007,0.0028,0.0055,-0.0005,-0.0069,-0.0047,0.0009,-0.0048,-0.0060,0.0068,-0.0002,-0.0031,0.0007,-0.0062,-0.0009,0.0073,0.0011,-0.0035,0.0021
0.42,0.6280,0.6360,0.6011,0.5423,0.5441,0.4572,0.3612,0.2435,0.1648,0.0797,0.0159,-0.0029,0.0014,-0.0008,0.0040,0.0086,0.0035,-0.0043,-0.0050,-0.0027,0.0006,-0.0026,0.0008,-0.0056,0.0053,0.0039,-0.0013,0.0043,-0.0052,0.0010,0.0040,-0.0051,0.0013,-0.0005,0.0003,0.0034,0.0061,0.0064,-0.0033,-0.0013
0.43,0.5921,0.5506,0.5504,0.5514,0.4783,0.3855,0.3054,0.1780,0.0931,0.0212,0.0017,0.0155,0.0069,-0.0050,0.0047,0.0005,-0.0158,-0.0093,0.0044,0.0039,0.0010,-0.0016,0.0014,-0.0002,0.0012,0.0002,-0.0037,-0.0026,-0.0020,-0.0018,0.0016,-0.0030,0.0035,-0.0063,-0.0063,0.0013,-0.0043,0.0019,0.0041,-0.0011
0.44,0.5952,0.5830,0.5553,0.5444,0.4809,0.4043,0.3066,0.1775,0.1022,0.0138,-0.0051,-0.0051,-0.0159,0.0009,-0.0083,-0.0141,0.0003,-0.0082,0.0042,-0.0015,0.0021,0.0078,0.0027,0.0059,-0.0029,0.0059,-0.0002,0.0019,0.0000,-0.0070,0.0033,0.0009,-0.0010,0.0038,-0.0024,0.0001,-0.0016,0.0039,-0.0038,-0.0009
0.45,0.5696,0.5242,0.5377,0.4815,0.4040,0.2896,0.2245,0.1232,0.0268,-0.0007,-0.0111,0.0244,-0.0035,0.0001,-0.0012,-0.0039,-0.0078,-0.0021,0.0055,-0.0005,-0.0008,0.0018,0.0055,0.0083,-0.0045,0.0016,0.0084,-0.0016,0.0096,-0.0051,0.0003,0.0041,0.0020,0.0030,0.0029,0.0002,-0.0008,-0.0038,-0.0026,0.0028
0.46,0.5592,0.5346,0.5081,0.4250,0.3953,0.3248,0.2019,0.1097,0.0299,0.0039,0.0013,0.0136,-0.0024,0.0046,0.0113,-0.0055,-0.0044,-0.0073,0.0127,-0.0021,0.0038,0.0028,0.0009,-0.0018,-0.0016,0.0030,-0.0033,0.0037,0.0007,-0.0006,-0.0010,0.0014,-0.0000,-0.0001,-0.0033,0.0003,-0.0023,0.0023,-0.0014,0.0006
0.47,0.5202,0.5001,0.4540,0.4281,0.3382,0.2665,0.1334,0.0234,0.0028,-0.0246,-0.0176,-0.0058,-0.0090,-0.0003,0.0041,-0.0069,-0.0074,-0.0061,0.0038,0.0032,-0.0045,0.0010,0.0018,0.0014,-0.0002,0.0009,0.0005,0.0011,-0.0001,0.0018,0.0006,0.0070,-0.0048,0.0024,-0.0006,0.0028,0.0005,0.0015,0.0016,0.0008
0.48,0.5138,0.5164,0.4623,0.4319,0.3437,0.2427,0.1235,0.0331,0.0143,0.0048,-0.0003,-0.0013,0.0008,0.0006,0.0004,-0.0065,-0.0077,0.0018,-0.0022,-0.0039,0.0119,0.0045,-0.0088,-0.0008,-0.0019,-0.0014,-0.0036,-0.0011,0.0038,0.0046,0.0010,0.0007,-0.0004,-0.0002,-0.0027,0.0008,-0.0000,0.0031,0.0004,0.0004
0.49,0.4563,0.4971,0.4140,0.3437,0.2394,0.1440,0.0647,-0.0024,0.0115,-0.0077,-0.0138,-0.0021,-0.0014,-0.0035,0.0037,-0.0001,-0.0005,-0.0049,0.0051,0.0008,0.0049,-0.0007,0.0018,0.0002,0.0005,0.0001,0.0013,0.0052,-0.0014,0.0032,0.0027,0.0037,-0.0015,-0.0014,0.0015,0.0020,-0.0008,-0.0019,0.0011,0.0045
0.50,0.5092,0.4402,0.4067,0.3684,0.2219,0.1424,0.0273,-0.0174,0.0100,0.0052,-0.0047,-0.0183,0.0015,-0.0058,0.0077,0.0007,0.0006,-0.0036,0.0006,-0.0017,-0.0040,0.0007,-0.0010,-0.0029,-0.0020,-0.0008,0.0010,0.0016,0.0022,0.0035,0.0040,0.0022,-0.0007,0.0057,-0.0008,0.0016,0.0038,-0.0027,-0.0033,-0.0008
0.51,0.4054,0.3935,0.3582,0.2731,0.1806,0.0262,-0.0024,-0.0203,0.0134,0.0096,0.0140,-0.0028,-0.0075,0.0046,-0.0024,0.0043,-0.0026,-0.0058,-0.0060,0.0013,0.0008,-0.0042,-0.0022,-0.0023,0.0019,-0.0048,-0.0013,-0.0003,-0.0018,-0.0019,-0.0013,0.0061,-0.0000,-0.0011,0.0027,0.0032,0.0048,-0.0003,0.0010,-0.0015
0.52,0.4137,0.4289,0.3457,0.2593,0.1889,0.0204,0.0018,0.0122,-0.0139,-0.0047,-0.0040,0.0108,-0.0041,0.0007,-0.0048,-0.0016,-0.0042,0.0039,-0.0038,-0.0027,0.0022,0.0037,0.0007,0.0050,0.0007,-0.0012,-0.0009,0.0010,-0.0035,-0.0022,0.0021,0.0011,0.0006,-0.0005,-0.0016,0.0027,-0.0002,-0.0007,0.0023,-0.0003
0.53,0.4062,0.4193,0.3792,0.2529,0.1776,0.0550,-0.0438,-0.0040,-0.0061,0.0009,0.0206,0.0042,0.0107,0.0007,0.0019,-0.0036,-0.0061,-0.0016,0.0036,-0.0010,-0.0008,0.0014,-0.0035,-0.0032,0.0039,0.0079,0.0063,0.0024,-0.0028,0.0034,0.0034,-0.0045,-0.0006,-0.0006,-0.0022,-0.0049,-0.0024,0.0002,-0.0028,0.0011
0.54,0.4606,0.3856,0.3078,0.1911,0.0842,-0.0220,0.0383,-0.0095,-0.0123,-0.0012,0.0009,-0.0037,-0.0059,0.0005,-0.0039,0.0024,0.0077,0.0060,0.0027,-0.0064,-0.0042,0.0062,-0.0020,0.0042,0.0039,0.0056,-0.0038,-0.0010,0.0025,0.0017,0.0015,0.0048,0.0006,0.0032,0.0039,-0.0021,0.0022,-0.0008,-0.0011,-0.0038
0.55,0.3732,0.3491,0.3452,0.1645,0.0306,0.0232,-0.0061,0.0142,-0.0132,0.0023,0.0106,-0.0035,0.0029,0.0058,-0.0037,0.0019,-0.0012,-0.0015,-0.0047,0.0004,-0.0042,-0.0008,-0.0008,-0.0024,-0.0036,0.0001,-0.0037,0.0016,-0.0061,0.0004,0.0007,-0.0002,-0.0016,0.0039,0.0037,0.0012,0.0000,0.0020,0.0008,-0.0019
