# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.240,0.47500,64,22,0.805044,0.416530,0.338336,0.587852
0.240,0.47500,64,23,0.794577,0.798333,0.632043,0.586647
0.240,0.47500,64,24,0.792316,0.784238,0.620514,0.587712
0.240,0.47500,64,25,0.790893,0.788208,0.627276,0.588593
0.240,0.47500,64,26,0.456514,0.791932,0.361432,0.792898
0.240,0.47500,64,27,0.787834,0.177230,0.147333,0.589194
0.240,0.47500,64,28,0.232409,0.295904,0.105602,0.789239
0.240,0.47500,64,29,0.794169,0.213465,0.162703,0.590496
0.240,0.47500,64,30,0.300695,0.805536,0.252729,0.787550
0.240,0.47500,64,31,0.797367,0.787513,0.631517,0.583837
0.240,0.47500,64,32,0.787673,0.241904,0.207065,0.587225
0.240,0.48500,64,1,0.792057,0.134759,0.099088,0.586685
0.240,0.48500,64,2,0.138451,0.787924,0.101005,0.793594
0.240,0.48500,64,3,0.305850,0.790247,0.232085,0.789048
0.240,0.48500,64,4,0.291603,0.793478,0.240059,0.794809
0.240,0.48500,64,5,0.413506,0.220998,-0.038654,0.796423
0.240,0.48500,64,6,0.108907,0.782755,0.096267,0.787111
0.240,0.48500,64,7,0.800780,0.165232,0.153903,0.588747
0.240,0.48500,64,8,0.309014,0.792475,0.240022,0.792237
0.240,0.48500,64,9,0.373857,0.289995,0.147792,0.796097
0.240,0.48500,64,10,0.434961,0.425048,0.199388,0.791983
0.240,0.48500,64,11,0.076575,0.284522,0.081990,0.791172
0.240,0.48500,64,12,0.440227,0.245791,-0.003972,0.789285
0.240,0.48500,64,13,0.701258,0.167403,0.128753,0.624387
0.240,0.48500,64,14,0.110694,0.007428,0.130333,0.791248
0.240,0.48500,64,15,0.792892,0.792941,0.625504,0.590594
0.240,0.48500,64,16,0.796956,0.784395,0.634235,0.588120
0.240,0.48500,64,17,0.336769,0.789920,0.272473,0.795049
0.240,0.48500,64,18,0.357482,0.290391,0.009538,0.787361
0.240,0.48500,64,19,0.162975,0.226414,-0.007838,0.780598
0.240,0.48500,64,20,0.781923,0.359588,0.282351,0.589075
0.240,0.48500,64,21,0.788280,0.170096,0.151629,0.589110
0.240,0.48500,64,22,0.410255,0.786991,0.325493,0.791655
0.240,0.48500,64,23,0.193177,0.195973,-0.054254,0.786599
0.240,0.48500,64,24,0.794287,0.715870,0.565430,0.586115
0.240,0.48500,64,25,0.391538,0.256830,0.268407,0.756965
0.240,0.48500,64,26,0.787456,0.800006,0.627643,0.589682
0.240,0.48500,64,27,0.783056,0.779964,0.609928,0.589284
0.240,0.48500,64,28,0.204877,0.306444,-0.006635,0.791359
0.240,0.48500,64,29,0.775243,0.142216,0.097318,0.588084
0.240,0.48500,64,30,0.099533,0.397076,0.062390,0.793640
0.240,0.48500,64,31,0.788147,0.432130,0.339606,0.586258
0.240,0.48500,64,32,0.053707,0.117252,0.103889,0.792895
0.240,0.49500,64,1,0.281995,0.784169,0.228412,0.782124
0.240,0.49500,64,2,0.792696,0.783740,0.621221,0.585806
0.240,0.49500,64,3,0.795321,0.672483,0.530538,0.587817
0.240,0.49500,64,4,0.211486,0.649410,0.141319,0.792591
0.240,0.49500,64,5,0.178953,0.162516,0.091227,0.787293
0.240,0.49500,64,6,0.773927,0.143459,0.119683,0.589934
0.240,0.49500,64,7,0.273459,0.793709,0.206974,0.789614
0.240,0.49500,64,8,0.786314,0.171646,0.138617,0.587843
0.240,0.49500,64,9,0.072375,0.320638,0.065049,0.784163
0.240,0.49500,64,10,0.784696,0.203828,0.162569,0.589502
0.240,0.49500,64,11,0.111767,0.286731,-0.005964,0.786423
0.240,0.49500,64,12,-0.015809,0.285690,-0.085010,0.787647
0.240,0.49500,64,13,0.383255,0.229320,0.112028,0.795693
0.240,0.49500,64,14,0.114778,0.227609,-0.073488,0.779822
0.240,0.49500,64,15,0.302399,0.785535,0.241736,0.783577
0.240,0.49500,64,16,0.257538,0.781917,0.204850,0.786673
0.240,0.49500,64,17,0.786623,0.345611,0.266217,0.586911
0.240,0.49500,64,18,0.095971,0.382751,0.144120,0.783764
0.240,0.49500,64,19,0.781863,0.012361,0.011828,0.591955
0.240,0.49500,64,20,0.007748,0.262037,-0.034080,0.787760
0.240,0.49500,64,21,0.397883,0.343681,0.191276,0.774053
0.240,0.49500,64,22,0.787751,0.783655,0.623499,0.588612
0.240,0.49500,64,23,0.777695,0.277960,0.214476,0.587178
0.240,0.49500,64,24,0.076575,0.217462,0.011313,0.777625
0.240,0.49500,64,25,0.166716,0.298816,0.058511,0.773658
0.240,0.49500,64,26,0.285092,0.018731,-0.024534,0.780482
0.240,0.49500,64,27,0.393770,0.270356,0.023708,0.792651
0.240,0.49500,64,28,0.789157,0.791899,0.620449,0.587618
0.240,0.49500,64,29,0.001187,0.787753,0.005433,0.788085
0.240,0.49500,64,30,-0.037354,0.047532,-0.174800,0.774937
0.240,0.49500,64,31,0.789491,-0.111963,-0.090767,0.583632
0.240,0.49500,64,32,0.059557,0.326438,0.012066,0.774673
0.250,0.00500,61,1,0.997609,0.997484,0.995090,0.599555
0.250,0.00500,61,2,0.997904,0.997328,0.995131,0.602870
0.250,0.00500,61,3,0.997315,0.997815,0.995633,0.584642
0.250,0.00500,61,4,0.997537,0.997784,0.995593,0.619425
0.250,0.00500,61,5,0.997427,0.998131,0.995434,0.628140
0.250,0.00500,61,6,0.997443,0.998054,0.996177,0.574543
0.250,0.00500,61,7,0.998108,0.997720,0.995591,0.579748
0.250,0.00500,61,8,0.998104,0.998010,0.996670,0.581625
0.250,0.00500,61,9,0.997489,0.997688,0.994968,0.629938
0.250,0.00500,61,10,0.997901,0.997875,0.996060,0.575240
0.250,0.00500,61,11,0.997085,0.997621,0.994932,0.619201
0.250,0.00500,61,12,0.997808,0.997947,0.995585,0.588333
0.250,0.00500,61,13,0.997317,0.997624,0.993874,0.589786
0.250,0.00500,61,14,0.997292,0.997653,0.995543,0.576287
0.250,0.00500,61,15,0.997639,0.997521,0.995001,0.624068
0.250,0.00500,61,16,0.997583,0.997973,0.995930,0.599940
0.250,0.00500,61,17,0.997421,0.997674,0.995601,0.580330
0.250,0.00500,61,18,0.997420,0.997288,0.994325,0.638098
0.250,0.00500,61,19,0.997275,0.997373,0.994514,0.609724
0.250,0.00500,61,20,0.996916,0.997630,0.994458,0.592112
0.250,0.00500,61,21,0.997063,0.997267,0.994827,0.589105
0.250,0.00500,61,22,0.997715,0.997781,0.994744,0.598265
0.250,0.00500,61,23,0.997740,0.997589,0.995667,0.587219
0.250,0.00500,61,24,0.997316,0.997270,0.993997,0.577131
0.250,0.00500,61,25,0.997743,0.997169,0.994667,0.606934
0.250,0.00500,61,26,0.997522,0.997575,0.995682,0.597653
0.250,0.00500,61,27,0.997502,0.997243,0.994349,0.585653
0.250,0.00500,61,28,0.997582,0.997276,0.994682,0.607437
0.250,0.00500,61,29,0.997245,0.997567,0.994403,0.569695
0.250,0.00500,61,30,0.997594,0.998075,0.995281,0.599132
0.250,0.00500,61,31,0.997810,0.997248,0.994779,0.617025
0.250,0.00500,61,32,0.997529,0.997429,0.995715,0.593074
0.250,0.01500,61,1,0.993017,0.993062,0.987287,0.597107
0.250,0.01500,61,2,0.992326,0.992077,0.984734,0.605638
0.250,0.01500,61,3,0.992723,0.991700,0.985689,0.579599
0.250,0.01500,61,4,0.992886,0.993113,0.987430,0.611440
0.250,0.01500,61,5,0.992964,0.992602,0.986017,0.632568
0.250,0.01500,61,6,0.993154,0.991599,0.985172,0.574496
0.250,0.01500,61,7,0.992791,0.992129,0.983520,0.578967
0.250,0.01500,61,8,0.993034,0.992359,0.984898,0.580282
0.250,0.01500,61,9,0.993477,0.991864,0.985917,0.622960
0.250,0.01500,61,10,0.993032,0.992018,0.986774,0.579012
0.250,0.01500,61,11,0.993097,0.990813,0.983869,0.616837
0.250,0.01500,61,12,0.992229,0.992569,0.983277,0.576563
0.250,0.01500,61,13,0.993599,0.993174,0.985802,0.591210
0.250,0.01500,61,14,0.993679,0.992648,0.986807,0.585656
0.250,0.01500,61,15,0.993118,0.993843,0.986379,0.604104
0.250,0.01500,61,16,0.993432,0.992748,0.986024,0.587200
0.250,0.01500,61,17,0.992073,0.991925,0.985743,0.585180
0.250,0.01500,61,18,0.992374,0.992478,0.984846,0.632755
0.250,0.01500,61,19,0.993310,0.992945,0.987370,0.596454
0.250,0.01500,61,20,0.993539,0.993055,0.987335,0.588712
0.250,0.01500,61,21,0.992832,0.992088,0.984485,0.591937
0.250,0.01500,61,22,0.992997,0.993558,0.987109,0.599562
0.250,0.01500,61,23,0.992814,0.993649,0.987686,0.599895
0.250,0.01500,61,24,0.993698,0.992466,0.985910,0.576496
0.250,0.01500,61,25,0.993063,0.992812,0.986357,0.595507
0.250,0.01500,61,26,0.993207,0.992113,0.985288,0.595975
0.250,0.01500,61,27,0.993002,0.993024,0.985498,0.589909
0.250,0.01500,61,28,0.992811,0.992919,0.985184,0.614208
0.250,0.01500,61,29,0.991946,0.991500,0.982367,0.575882
0.250,0.01500,61,30,0.992849,0.991617,0.984815,0.591917
0.250,0.01500,61,31,0.992053,0.993110,0.984880,0.616709
0.250,0.01500,61,32,0.992668,0.993011,0.986305,0.603525
0.250,0.02500,61,1,0.988608,0.987779,0.978555,0.601232
0.250,0.02500,61,2,0.988292,0.988226,0.978157,0.596552
0.250,0.02500,61,3,0.988123,0.988994,0.975705,0.580880
0.250,0.02500,61,4,0.988175,0.986908,0.976215,0.616034
0.250,0.02500,61,5,0.988349,0.986444,0.975599,0.628195
0.250,0.02500,61,6,0.987995,0.987233,0.975028,0.572410
0.250,0.02500,61,7,0.989054,0.986797,0.976559,0.581346
0.250,0.02500,61,8,0.987980,0.987487,0.977360,0.579816
0.250,0.02500,61,9,0.989149,0.988542,0.976816,0.622032
0.250,0.02500,61,10,0.987493,0.987726,0.975398,0.579467
0.250,0.02500,61,11,0.987656,0.988337,0.976652,0.601205
0.250,0.02500,61,12,0.988643,0.987107,0.976087,0.577270
0.250,0.02500,61,13,0.988335,0.987142,0.974097,0.582591
0.250,0.02500,61,14,0.988719,0.988241,0.978962,0.586062
0.250,0.02500,61,15,0.988341,0.986281,0.974484,0.610577
0.250,0.02500,61,16,0.987032,0.988138,0.974946,0.583501
0.250,0.02500,61,17,0.987310,0.987020,0.973938,0.587718
0.250,0.02500,61,18,0.985338,0.988955,0.975925,0.615796
0.250,0.02500,61,19,0.987152,0.988507,0.976191,0.608390
0.250,0.02500,61,20,0.987981,0.986612,0.975238,0.584998
0.250,0.02500,61,21,0.987870,0.989066,0.976714,0.595481
0.250,0.02500,61,22,0.987916,0.987332,0.974176,0.591294
0.250,0.02500,61,23,0.986768,0.987027,0.974775,0.589810
0.250,0.02500,61,24,0.986030,0.987540,0.972147,0.581034
0.250,0.02500,61,25,0.986377,0.987764,0.971903,0.595595
0.250,0.02500,61,26,0.988783,0.987979,0.976807,0.595455
0.250,0.02500,61,27,0.988241,0.986520,0.972866,0.594106
0.250,0.02500,61,28,0.988956,0.988230,0.976923,0.617067
0.250,0.02500,61,29,0.987609,0.987685,0.975764,0.577859
0.250,0.02500,61,30,0.986435,0.988019,0.975864,0.579963
0.250,0.02500,61,31,0.988445,0.988367,0.977053,0.615342
0.250,0.02500,61,32,0.988076,0.988680,0.977506,0.594030
0.250,0.03500,61,1,0.982500,0.982682,0.968100,0.592195
0.250,0.03500,61,2,0.983296,0.981321,0.964080,0.601852
0.250,0.03500,61,3,0.982089,0.983552,0.965303,0.584054
0.250,0.03500,61,4,0.982854,0.982817,0.964153,0.603847
0.250,0.03500,61,5,0.984201,0.983719,0.968328,0.624468
0.250,0.03500,61,6,0.986153,0.980678,0.966748,0.577596
0.250,0.03500,61,7,0.984392,0.980426,0.963619,0.580271
0.250,0.03500,61,8,0.980806,0.983471,0.966797,0.587524
0.250,0.03500,61,9,0.982474,0.981354,0.965098,0.619195
0.250,0.03500,61,10,0.982626,0.985181,0.968202,0.578768
0.250,0.03500,61,11,0.982196,0.983040,0.966750,0.606949
0.250,0.03500,61,12,0.983693,0.982502,0.967021,0.580669
0.250,0.03500,61,13,0.982943,0.982335,0.966680,0.592664
0.250,0.03500,61,14,0.983313,0.981656,0.965822,0.590224
0.250,0.03500,61,15,0.982943,0.984405,0.966755,0.619410
0.250,0.03500,61,16,0.982618,0.982718,0.965477,0.585728
0.250,0.03500,61,17,0.985418,0.984837,0.972255,0.587048
0.250,0.03500,61,18,0.982604,0.981681,0.964887,0.626640
0.250,0.03500,61,19,0.981330,0.984181,0.964996,0.602085
0.250,0.03500,61,20,0.983980,0.983367,0.966440,0.588818
0.250,0.03500,61,21,0.983393,0.983481,0.966950,0.591263
0.250,0.03500,61,22,0.981554,0.983466,0.964738,0.598031
0.250,0.03500,61,23,0.984509,0.980971,0.966850,0.594630
0.250,0.03500,61,24,0.984603,0.981553,0.965923,0.577462
0.250,0.03500,61,25,0.982283,0.981727,0.966937,0.601966
0.250,0.03500,61,26,0.983107,0.982691,0.964976,0.598222
0.250,0.03500,61,27,0.982536,0.982746,0.967392,0.588394
0.250,0.03500,61,28,0.981407,0.983739,0.965469,0.617646
0.250,0.03500,61,29,0.983664,0.981763,0.964992,0.580561
0.250,0.03500,61,30,0.981570,0.983698,0.967644,0.592987
0.250,0.03500,61,31,0.983105,0.984845,0.968734,0.611946
0.250,0.03500,61,32,0.981240,0.982759,0.964320,0.592270
0.250,0.04500,61,1,0.978283,0.978144,0.960105,0.590187
0.250,0.04500,61,2,0.977952,0.978564,0.958095,0.601507
0.250,0.04500,61,3,0.978331,0.977794,0.956471,0.584762
0.250,0.04500,61,4,0.978033,0.977707,0.956865,0.618177
0.250,0.04500,61,5,0.978185,0.979799,0.957165,0.628173
0.250,0.04500,61,6,0.977407,0.978347,0.953313,0.576042
0.250,0.04500,61,7,0.976616,0.978065,0.956786,0.591860
0.250,0.04500,61,8,0.980575,0.979172,0.959328,0.591306
0.250,0.04500,61,9,0.978795,0.980286,0.962085,0.616111
0.250,0.04500,61,10,0.979690,0.978292,0.960457,0.589473
0.250,0.04500,61,11,0.978949,0.979357,0.959477,0.615195
0.250,0.04500,61,12,0.978433,0.978135,0.957187,0.581171
0.250,0.04500,61,13,0.976948,0.978819,0.956852,0.593761
0.250,0.04500,61,14,0.976515,0.978740,0.957925,0.589206
0.250,0.04500,61,15,0.978100,0.977260,0.955477,0.613646
0.250,0.04500,61,16,0.977347,0.978152,0.955821,0.594009
0.250,0.04500,61,17,0.978600,0.979574,0.958385,0.581494
0.250,0.04500,61,18,0.977317,0.978083,0.955061,0.622659
0.250,0.04500,61,19,0.977645,0.977488,0.954350,0.590871
0.250,0.04500,61,20,0.978299,0.980932,0.960050,0.585394
0.250,0.04500,61,21,0.980022,0.978845,0.958794,0.593882
0.250,0.04500,61,22,0.978010,0.977958,0.956449,0.596358
0.250,0.04500,61,23,0.974934,0.979241,0.955745,0.593528
0.250,0.04500,61,24,0.976170,0.977648,0.951484,0.574792
0.250,0.04500,61,25,0.977447,0.979070,0.957119,0.593168
0.250,0.04500,61,26,0.977789,0.975630,0.953406,0.598244
0.250,0.04500,61,27,0.978035,0.980084,0.958813,0.599715
0.250,0.04500,61,28,0.979098,0.977961,0.957120,0.611461
0.250,0.04500,61,29,0.978953,0.977560,0.955183,0.582440
0.250,0.04500,61,30,0.978396,0.977617,0.957115,0.582950
0.250,0.04500,61,31,0.976742,0.979850,0.956333,0.614036
0.250,0.04500,61,32,0.977031,0.978535,0.959257,0.601736
0.250,0.05500,61,1,0.970846,0.972471,0.943251,0.591465
0.250,0.05500,61,2,0.973968,0.975864,0.951234,0.603105
0.250,0.05500,61,3,0.974624,0.973128,0.946929,0.583270
0.250,0.05500,61,4,0.975980,0.973162,0.951614,0.617553
0.250,0.05500,61,5,0.975096,0.974397,0.948633,0.623399
0.250,0.05500,61,6,0.972968,0.972861,0.945224,0.578032
0.250,0.05500,61,7,0.974364,0.973579,0.952944,0.594001
0.250,0.05500,61,8,0.972165,0.973089,0.947316,0.586501
0.250,0.05500,61,9,0.972713,0.971931,0.944145,0.622264
0.250,0.05500,61,10,0.972350,0.972713,0.946337,0.585655
0.250,0.05500,61,11,0.972712,0.975569,0.950507,0.615482
0.250,0.05500,61,12,0.973912,0.971714,0.944468,0.585701
0.250,0.05500,61,13,0.974827,0.972712,0.950158,0.591977
0.250,0.05500,61,14,0.973999,0.972294,0.944966,0.589549
0.250,0.05500,61,15,0.972731,0.973108,0.945765,0.607010
0.250,0.05500,61,16,0.974768,0.973616,0.949470,0.585189
0.250,0.05500,61,17,0.971955,0.970506,0.942720,0.579729
0.250,0.05500,61,18,0.975410,0.974473,0.948350,0.616486
0.250,0.05500,61,19,0.974128,0.974408,0.949797,0.597239
0.250,0.05500,61,20,0.973983,0.972857,0.948241,0.591097
0.250,0.05500,61,21,0.975017,0.974633,0.949023,0.591805
0.250,0.05500,61,22,0.974720,0.972997,0.947432,0.599186
0.250,0.05500,61,23,0.972505,0.973606,0.946506,0.590720
0.250,0.05500,61,24,0.974500,0.972152,0.948177,0.581118
0.250,0.05500,61,25,0.973521,0.973905,0.949685,0.594723
0.250,0.05500,61,26,0.972490,0.973339,0.943576,0.598766
0.250,0.05500,61,27,0.970819,0.973975,0.946133,0.591535
0.250,0.05500,61,28,0.974676,0.974227,0.945461,0.606378
0.250,0.05500,61,29,0.972903,0.973498,0.946976,0.588074
0.250,0.05500,61,30,0.973135,0.973265,0.949286,0.587133
0.250,0.05500,61,31,0.974545,0.973544,0.948748,0.613853
0.250,0.05500,61,32,0.975352,0.973823,0.950406,0.595711
0.250,0.06500,61,1,0.966956,0.969855,0.937300,0.591800
0.250,0.06500,61,2,0.969605,0.971216,0.939012,0.607624
0.250,0.06500,61,3,0.967822,0.969811,0.936421,0.583121
0.250,0.06500,61,4,0.968900,0.967462,0.938876,0.612393
0.250,0.06500,61,5,0.965068,0.970286,0.934597,0.621358
0.250,0.06500,61,6,0.968826,0.969719,0.938289,0.581838
0.250,0.06500,61,7,0.969074,0.967031,0.935952,0.587926
0.250,0.06500,61,8,0.966674,0.967765,0.935671,0.590546
0.250,0.06500,61,9,0.970318,0.968752,0.940111,0.613158
0.250,0.06500,61,10,0.969304,0.969761,0.942807,0.588933
0.250,0.06500,61,11,0.969664,0.967610,0.938006,0.600669
0.250,0.06500,61,12,0.970815,0.967536,0.937290,0.578775
0.250,0.06500,61,13,0.967713,0.969103,0.939463,0.589855
0.250,0.06500,61,14,0.968852,0.970063,0.938517,0.586321
0.250,0.06500,61,15,0.968251,0.968007,0.934806,0.605334
0.250,0.06500,61,16,0.969799,0.968534,0.939751,0.589653
0.250,0.06500,61,17,0.972350,0.969332,0.943799,0.591459
0.250,0.06500,61,18,0.966923,0.967199,0.931992,0.618948
0.250,0.06500,61,19,0.967042,0.968671,0.934474,0.597882
0.250,0.06500,61,20,0.968369,0.968848,0.937979,0.588750
0.250,0.06500,61,21,0.970552,0.970494,0.942619,0.599434
0.250,0.06500,61,22,0.966496,0.969827,0.935324,0.601559
0.250,0.06500,61,23,0.969449,0.966547,0.936615,0.596017
0.250,0.06500,61,24,0.969006,0.969275,0.937964,0.581563
0.250,0.06500,61,25,0.968350,0.970548,0.942396,0.599040
0.250,0.06500,61,26,0.969100,0.967641,0.938359,0.606518
0.250,0.06500,61,27,0.966940,0.966885,0.936731,0.597815
0.250,0.06500,61,28,0.968846,0.968326,0.937144,0.602388
0.250,0.06500,61,29,0.967216,0.969490,0.937986,0.584092
0.250,0.06500,61,30,0.970329,0.967642,0.938206,0.587113
0.250,0.06500,61,31,0.968404,0.969601,0.940462,0.609374
0.250,0.06500,61,32,0.969611,0.969536,0.942203,0.601271
0.250,0.07500,61,1,0.960923,0.962493,0.924385,0.598596
0.250,0.07500,61,2,0.963021,0.965733,0.930712,0.606609
0.250,0.07500,61,3,0.966480,0.962465,0.928334,0.589729
0.250,0.07500,61,4,0.961220,0.963390,0.926801,0.609891
0.250,0.07500,61,5,0.967397,0.965250,0.935168,0.618378
0.250,0.07500,61,6,0.964285,0.963940,0.933308,0.580199
0.250,0.07500,61,7,0.964606,0.966435,0.930023,0.592655
0.250,0.07500,61,8,0.964584,0.967632,0.933562,0.588799
0.250,0.07500,61,9,0.964654,0.963894,0.930732,0.613944
0.250,0.07500,61,10,0.966088,0.963886,0.929088,0.587135
0.250,0.07500,61,11,0.962179,0.965630,0.928187,0.607807
0.250,0.07500,61,12,0.961776,0.964086,0.929272,0.589360
0.250,0.07500,61,13,0.963743,0.966588,0.930265,0.593653
0.250,0.07500,61,14,0.963863,0.965398,0.929127,0.589613
0.250,0.07500,61,15,0.961922,0.961756,0.922951,0.605939
0.250,0.07500,61,16,0.961894,0.965289,0.929893,0.592993
0.250,0.07500,61,17,0.965105,0.963196,0.929339,0.584706
0.250,0.07500,61,18,0.963648,0.965003,0.926361,0.622581
0.250,0.07500,61,19,0.962459,0.963099,0.926769,0.596733
0.250,0.07500,61,20,0.962258,0.963761,0.928321,0.589261
0.250,0.07500,61,21,0.964888,0.963687,0.933555,0.595877
0.250,0.07500,61,22,0.963739,0.963379,0.926680,0.589454
0.250,0.07500,61,23,0.964579,0.963367,0.927969,0.592647
0.250,0.07500,61,24,0.964776,0.964997,0.931665,0.581468
0.250,0.07500,61,25,0.964285,0.963463,0.930244,0.600487
0.250,0.07500,61,26,0.964626,0.964248,0.930696,0.597422
0.250,0.07500,61,27,0.962447,0.963613,0.926942,0.594017
0.250,0.07500,61,28,0.965042,0.963828,0.928203,0.604876
0.250,0.07500,61,29,0.963596,0.961161,0.924300,0.585193
0.250,0.07500,61,30,0.964308,0.961759,0.925301,0.577531
0.250,0.07500,61,31,0.964375,0.964401,0.932037,0.609845
0.250,0.07500,61,32,0.962636,0.962435,0.928898,0.600717
0.250,0.08500,61,1,0.957896,0.959803,0.920412,0.602319
0.250,0.08500,61,2,0.960423,0.959449,0.923663,0.599230
0.250,0.08500,61,3,0.959747,0.959029,0.921480,0.595319
0.250,0.08500,61,4,0.957312,0.960545,0.918913,0.608873
0.250,0.08500,61,5,0.960817,0.959244,0.922025,0.624317
0.250,0.08500,61,6,0.958931,0.960788,0.920231,0.577888
0.250,0.08500,61,7,0.960627,0.959331,0.923128,0.584013
0.250,0.08500,61,8,0.958043,0.958177,0.916009,0.587639
0.250,0.08500,61,9,0.959008,0.960368,0.919765,0.612650
0.250,0.08500,61,10,0.959065,0.961261,0.923337,0.587923
0.250,0.08500,61,11,0.959030,0.956393,0.921674,0.594956
0.250,0.08500,61,12,0.954770,0.960928,0.919994,0.588065
0.250,0.08500,61,13,0.955956,0.961926,0.918078,0.598511
0.250,0.08500,61,14,0.961371,0.959442,0.921999,0.591600
0.250,0.08500,61,15,0.958188,0.959705,0.919441,0.603581
0.250,0.08500,61,16,0.959699,0.958705,0.918547,0.591205
0.250,0.08500,61,17,0.960711,0.961572,0.921907,0.580387
0.250,0.08500,61,18,0.957606,0.957523,0.916665,0.608387
0.250,0.08500,61,19,0.958620,0.959792,0.922449,0.596812
0.250,0.08500,61,20,0.957267,0.958982,0.915290,0.589498
0.250,0.08500,61,21,0.960168,0.958728,0.917578,0.594213
0.250,0.08500,61,22,0.960387,0.956629,0.914783,0.602864
0.250,0.08500,61,23,0.958839,0.960376,0.922689,0.599179
0.250,0.08500,61,24,0.959998,0.959328,0.918667,0.577604
0.250,0.08500,61,25,0.958679,0.956705,0.916197,0.596180
0.250,0.08500,61,26,0.960877,0.955959,0.916194,0.595967
0.250,0.08500,61,27,0.960081,0.959054,0.924348,0.596122
0.250,0.08500,61,28,0.959248,0.957368,0.918880,0.607419
0.250,0.08500,61,29,0.960712,0.959623,0.921214,0.582514
0.250,0.08500,61,30,0.959640,0.957270,0.917136,0.588444
0.250,0.08500,61,31,0.957797,0.958137,0.917302,0.609116
0.250,0.08500,61,32,0.960079,0.957572,0.919820,0.598883
0.250,0.09500,61,1,0.954470,0.951898,0.910760,0.599169
0.250,0.09500,61,2,0.957972,0.953350,0.911603,0.601604
0.250,0.09500,61,3,0.954104,0.953680,0.908481,0.590138
0.250,0.09500,61,4,0.953785,0.957164,0.914146,0.604056
0.250,0.09500,61,5,0.954158,0.952426,0.906076,0.621166
0.250,0.09500,61,6,0.955569,0.956404,0.913230,0.587327
0.250,0.09500,61,7,0.954936,0.955324,0.913660,0.592745
0.250,0.09500,61,8,0.954655,0.952322,0.906660,0.590813
0.250,0.09500,61,9,0.954415,0.953620,0.912051,0.605637
0.250,0.09500,61,10,0.957002,0.957395,0.916662,0.589118
0.250,0.09500,61,11,0.955066,0.955701,0.911938,0.609784
0.250,0.09500,61,12,0.954462,0.954017,0.913084,0.585364
0.250,0.09500,61,13,0.955662,0.954839,0.909952,0.593117
0.250,0.09500,61,14,0.953530,0.953122,0.910398,0.597148
0.250,0.09500,61,15,0.952040,0.953368,0.906020,0.611742
0.250,0.09500,61,16,0.954624,0.954681,0.910759,0.591909
0.250,0.09500,61,17,0.951338,0.954655,0.909953,0.590978
0.250,0.09500,61,18,0.953655,0.954331,0.912690,0.603622
0.250,0.09500,61,19,0.950596,0.952649,0.905858,0.594191
0.250,0.09500,61,20,0.953464,0.953497,0.910628,0.588755
0.250,0.09500,61,21,0.956603,0.953280,0.912085,0.592035
0.250,0.09500,61,22,0.954867,0.954461,0.912774,0.603175
0.250,0.09500,61,23,0.951466,0.953925,0.907555,0.599129
0.250,0.09500,61,24,0.951165,0.951894,0.901531,0.584076
0.250,0.09500,61,25,0.952750,0.950459,0.904881,0.594391
0.250,0.09500,61,26,0.953176,0.955798,0.913592,0.606076
0.250,0.09500,61,27,0.953893,0.953339,0.909174,0.601071
0.250,0.09500,61,28,0.959298,0.956117,0.919595,0.617943
0.250,0.09500,61,29,0.955665,0.954561,0.913543,0.592606
0.250,0.09500,61,30,0.957082,0.955769,0.914617,0.591839
0.250,0.09500,61,31,0.952555,0.952662,0.912334,0.610013
0.250,0.09500,61,32,0.955442,0.953817,0.909371,0.606872
0.250,0.10500,61,1,0.947689,0.951636,0.905800,0.599873
0.250,0.10500,61,2,0.947222,0.945291,0.897197,0.603558
0.250,0.10500,61,3,0.952190,0.946213,0.900714,0.588360
0.250,0.10500,61,4,0.950923,0.949159,0.904392,0.608769
0.250,0.10500,61,5,0.951391,0.947985,0.904534,0.626124
0.250,0.10500,61,6,0.952240,0.944646,0.896140,0.584235
0.250,0.10500,61,7,0.948609,0.945972,0.899279,0.591045
0.250,0.10500,61,8,0.948629,0.951253,0.903912,0.589532
0.250,0.10500,61,9,0.950184,0.949495,0.905878,0.614408
0.250,0.10500,61,10,0.949698,0.949039,0.903391,0.593145
0.250,0.10500,61,11,0.946930,0.949030,0.899380,0.609868
0.250,0.10500,61,12,0.952023,0.950440,0.904329,0.579324
0.250,0.10500,61,13,0.949728,0.950300,0.903276,0.597397
0.250,0.10500,61,14,0.951539,0.950677,0.904146,0.588287
0.250,0.10500,61,15,0.947162,0.951422,0.899852,0.606987
0.250,0.10500,61,16,0.951196,0.950039,0.903312,0.594014
0.250,0.10500,61,17,0.947158,0.949368,0.895738,0.588135
0.250,0.10500,61,18,0.948686,0.949465,0.906293,0.606213
0.250,0.10500,61,19,0.950360,0.954401,0.907704,0.596224
0.250,0.10500,61,20,0.949762,0.952952,0.906728,0.598503
0.250,0.10500,61,21,0.949555,0.948982,0.904286,0.593102
0.250,0.10500,61,22,0.945490,0.949927,0.893312,0.598084
0.250,0.10500,61,23,0.948954,0.947708,0.903210,0.596274
